filename,condition_vision,condition_movement,trial,window_idx,window_start,window_end,var1,var2,variable_pair_type,max_mutual_info,optimal_lag_mi,n_samples,sampling_rate
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.4559505620265982,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.43730564760147,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.15591352200317618,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.12386752518299908,0.2,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.09073412657922178,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.1555106434048668,-0.1,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.15969184705766595,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.16918509143989138,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.18497792828820353,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,Filtered_EMG_Tricep_P2,Between_Participants_Cross_ECG_EMG,0.21968903200880985,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.4044195060392866,-0.1,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.5797847205332077,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.4431268562804979,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.5782213401152836,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.7439575274679949,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.8808374693504124,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,1.281100929949177,0.0,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,right_index_x_P2,Between_Participants_Cross_ECG_Motion,0.9406932332480644,0.3,5001,1000.0
